time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-26T13:34:32.110Z,44.782,-111.0055,7.68,0.51,md,10,147,0.02267,0.16,uu,uu60343247,2019-09-26T14:25:43.270Z,"15km NNE of West Yellowstone, Montana",earthquake,0.53,0.75,0.256,6,reviewed,uu,uu
2019-09-26T13:27:55.210Z,37.6398315,-118.9420013,4.87,1.23,md,15,71,0.02622,0.01,nc,nc73281265,2019-09-26T16:11:02.749Z,"3km E of Mammoth Lakes, CA",earthquake,0.48,0.94,0.15,13,automatic,nc,nc
2019-09-26T13:27:39.452Z,66.348,-149.9419,9.1,1.3,ml,,,,0.63,ak,ak019cd3gv2z,2019-09-26T13:31:20.510Z,"101km S of Coldfoot, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-26T13:26:50.300Z,44.7818333,-111.002,8.24,0.81,ml,12,147,0.0227,0.18,uu,uu60343242,2019-09-26T14:22:36.290Z,"15km NNE of West Yellowstone, Montana",earthquake,0.63,0.84,0.119,2,reviewed,uu,uu
2019-09-26T13:20:55.810Z,35.6778333,-117.4596667,7.35,1.05,ml,20,123,0.03193,0.27,ci,ci39095032,2019-09-26T13:37:23.650Z,"11km SSW of Searles Valley, CA",earthquake,0.55,1.02,0.216,13,reviewed,ci,ci
2019-09-26T13:19:43.550Z,19.1695004,-155.427002,36.01,2.04,md,48,172,0.07317,0.11,hv,hv71151246,2019-09-26T13:23:02.420Z,"6km SE of Pahala, Hawaii",earthquake,0.54,0.66,0.13,8,automatic,hv,hv
2019-09-26T13:10:03.890Z,35.9888333,-117.6463333,-0.14,1.14,ml,14,84,0.04098,0.21,ci,ci39095016,2019-09-26T13:13:50.506Z,"24km ENE of Little Lake, CA",earthquake,0.48,1.04,0.151,15,automatic,ci,ci
2019-09-26T13:09:01.859Z,63.5383,-147.2326,19.1,1.5,ml,,,,0.68,ak,ak019cd3cxak,2019-09-26T13:13:37.138Z,"87km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-09-26T13:08:28.940Z,44.5933333,-110.7273333,8.01,0.81,ml,11,131,0.06131,0.1,uu,uu60343237,2019-09-26T13:57:22.480Z,"16km NNE of Old Faithful Geyser, Wyoming",earthquake,0.53,0.93,0.19,3,reviewed,uu,uu
2019-09-26T13:07:47.564Z,37.2257,-114.9614,1.6,1.2,ml,12,225.77,0.195,0.1797,nn,nn00705439,2019-09-27T02:08:31.496Z,"23km SE of Alamo, Nevada",earthquake,,5.1,0.27,8,reviewed,nn,nn
2019-09-26T13:07:01.800Z,52.1066667,178.3693333,3.37,1.21,ml,4,349,0.1643,0.04,av,av70850224,2019-09-27T00:01:16.030Z,"19km NNW of Little Sitkin Island, Alaska",earthquake,3.75,1.01,0.085,4,reviewed,av,av
2019-09-26T13:07:00.211Z,-28.8,-176.0497,57.86,4.9,mb,,123,1.704,0.71,us,us70005lmz,2019-09-26T15:27:58.040Z,"187km ENE of Raoul Island, New Zealand",earthquake,15.1,8.1,0.082,46,reviewed,us,us
2019-09-26T13:04:21.570Z,28.0881,84.4392,10,4.4,mb,,177,6.08,0.77,us,us70005lmv,2019-09-26T20:46:08.040Z,"15km SSE of Lamjung, Nepal",earthquake,9.8,1.9,0.101,28,reviewed,us,us
2019-09-26T13:02:08.857Z,28.0078,-20.1435,10,4.8,mb,,153,3.219,0.8,us,us70005lmr,2019-09-26T16:26:27.191Z,"212km W of Frontera, Spain",earthquake,11.7,1.9,0.064,75,reviewed,us,us
2019-09-26T13:01:20.430Z,35.7038333,-117.4778333,10.2,0.93,ml,10,175,0.1104,0.27,ci,ci39094992,2019-09-26T13:04:51.331Z,"10km SW of Searles Valley, CA",earthquake,1.15,2.31,0.11,7,automatic,ci,ci
